id,created_at,updated_at,name,background_color
18638,2024-01-23 05:34:34,2024-01-23 05:34:34,fish,#FFFFFF
18637,2024-01-23 05:34:34,2024-01-23 05:34:34,different,#FFFFFF
18636,2024-01-23 05:34:34,2024-01-23 05:34:34,statement,#FFFFFF
18635,2024-01-23 05:34:33,2024-01-23 05:34:33,mind,#FFFFFF
18634,2024-01-23 05:34:33,2024-01-23 05:34:33,question,#FFFFFF
18633,2024-01-23 05:34:33,2024-01-23 05:34:33,threat,#FFFFFF
18632,2024-01-23 05:34:33,2024-01-23 05:34:33,use,#FFFFFF
18631,2024-01-23 05:34:33,2024-01-23 05:34:33,prove,#FFFFFF
18630,2024-01-23 05:34:33,2024-01-23 05:34:33,commercial,#FFFFFF
18629,2024-01-23 05:34:33,2024-01-23 05:34:33,same,#FFFFFF
18628,2024-01-23 05:34:33,2024-01-23 05:34:33,run,#FFFFFF
18627,2024-01-23 05:34:33,2024-01-23 05:34:33,threat,#FFFFFF
18626,2024-01-23 05:34:33,2024-01-23 05:34:33,just,#FFFFFF
18625,2024-01-23 05:34:33,2024-01-23 05:34:33,center,#FFFFFF
18624,2024-01-23 05:34:33,2024-01-23 05:34:33,owner,#FFFFFF
18623,2024-01-23 05:34:33,2024-01-23 05:34:33,defense,#FFFFFF
18622,2024-01-23 05:34:33,2024-01-23 05:34:33,number,#FFFFFF
18621,2024-01-23 05:34:33,2024-01-23 05:34:33,there,#FFFFFF
18620,2024-01-23 05:34:33,2024-01-23 05:34:33,take,#FFFFFF
18619,2024-01-23 05:34:33,2024-01-23 05:34:33,southern,#FFFFFF
18618,2024-01-23 05:34:33,2024-01-23 05:34:33,us,#FFFFFF
18617,2024-01-23 05:34:33,2024-01-23 05:34:33,whom,#FFFFFF
18616,2024-01-23 05:34:33,2024-01-23 05:34:33,himself,#FFFFFF
18615,2024-01-23 05:34:33,2024-01-23 05:34:33,name,#FFFFFF
18614,2024-01-23 05:34:33,2024-01-23 05:34:33,ground,#FFFFFF
18613,2024-01-23 05:34:33,2024-01-23 05:34:33,remain,#FFFFFF
18612,2024-01-23 05:34:33,2024-01-23 05:34:33,wonder,#FFFFFF
18611,2024-01-23 05:34:33,2024-01-23 05:34:33,low,#FFFFFF
18610,2024-01-23 05:34:33,2024-01-23 05:34:33,cultural,#FFFFFF
18609,2024-01-23 05:34:33,2024-01-23 05:34:33,election,#FFFFFF
18608,2024-01-23 05:34:33,2024-01-23 05:34:33,scene,#FFFFFF
18607,2024-01-23 05:34:32,2024-01-23 05:34:32,clearly,#FFFFFF
18606,2024-01-23 05:34:32,2024-01-23 05:34:32,Congress,#FFFFFF
18605,2024-01-23 05:34:32,2024-01-23 05:34:32,total,#FFFFFF
18604,2024-01-23 05:34:32,2024-01-23 05:34:32,resource,#FFFFFF
18603,2024-01-23 05:34:32,2024-01-23 05:34:32,teach,#FFFFFF
18602,2024-01-23 05:34:32,2024-01-23 05:34:32,why,#FFFFFF
18601,2024-01-23 05:34:32,2024-01-23 05:34:32,say,#FFFFFF
18600,2024-01-23 05:34:32,2024-01-23 05:34:32,story,#FFFFFF
18599,2024-01-23 05:34:32,2024-01-23 05:34:32,to,#FFFFFF
18598,2024-01-23 05:34:32,2024-01-23 05:34:32,cup,#FFFFFF
18597,2024-01-23 05:34:32,2024-01-23 05:34:32,third,#FFFFFF
18596,2024-01-23 05:34:32,2024-01-23 05:34:32,everything,#FFFFFF
18595,2024-01-23 05:34:32,2024-01-23 05:34:32,popular,#FFFFFF
18594,2024-01-23 05:34:32,2024-01-23 05:34:32,live,#FFFFFF
18593,2024-01-23 05:34:32,2024-01-23 05:34:32,beyond,#FFFFFF
18592,2024-01-23 05:34:32,2024-01-23 05:34:32,operation,#FFFFFF
18591,2024-01-23 05:34:32,2024-01-23 05:34:32,feel,#FFFFFF
18590,2024-01-23 05:34:32,2024-01-23 05:34:32,policy,#FFFFFF
18589,2024-01-23 05:34:32,2024-01-23 05:34:32,place,#FFFFFF
18588,2024-01-23 05:34:32,2024-01-23 05:34:32,surface,#FFFFFF
18587,2024-01-23 05:34:32,2024-01-23 05:34:32,official,#FFFFFF
18586,2024-01-23 05:34:32,2024-01-23 05:34:32,debate,#FFFFFF
18585,2024-01-23 05:34:32,2024-01-23 05:34:32,hard,#FFFFFF
18584,2024-01-23 05:34:32,2024-01-23 05:34:32,whatever,#FFFFFF
18583,2024-01-23 05:34:32,2024-01-23 05:34:32,behind,#FFFFFF
18582,2024-01-23 05:34:32,2024-01-23 05:34:32,admit,#FFFFFF
18581,2024-01-23 05:34:32,2024-01-23 05:34:32,might,#FFFFFF
18580,2024-01-23 05:34:31,2024-01-23 05:34:31,young,#FFFFFF
18579,2024-01-23 05:34:31,2024-01-23 05:34:31,well,#FFFFFF
18578,2024-01-23 05:34:31,2024-01-23 05:34:31,week,#FFFFFF
18577,2024-01-23 05:34:31,2024-01-23 05:34:31,their,#FFFFFF
18576,2024-01-23 05:34:31,2024-01-23 05:34:31,fly,#FFFFFF
18575,2024-01-23 05:34:31,2024-01-23 05:34:31,score,#FFFFFF
18574,2024-01-23 05:34:31,2024-01-23 05:34:31,toward,#FFFFFF
18573,2024-01-23 05:34:31,2024-01-23 05:34:31,policy,#FFFFFF
18572,2024-01-23 05:34:31,2024-01-23 05:34:31,item,#FFFFFF
18571,2024-01-23 05:34:31,2024-01-23 05:34:31,represent,#FFFFFF
18570,2024-01-23 05:34:31,2024-01-23 05:34:31,ten,#FFFFFF
18569,2024-01-23 05:34:31,2024-01-23 05:34:31,evening,#FFFFFF
18568,2024-01-23 05:34:31,2024-01-23 05:34:31,identify,#FFFFFF
18567,2024-01-23 05:34:31,2024-01-23 05:34:31,choose,#FFFFFF
18566,2024-01-23 05:34:31,2024-01-23 05:34:31,night,#FFFFFF
18565,2024-01-23 05:34:31,2024-01-23 05:34:31,part,#FFFFFF
18564,2024-01-23 05:34:31,2024-01-23 05:34:31,wish,#FFFFFF
18563,2024-01-23 05:34:31,2024-01-23 05:34:31,century,#FFFFFF
18562,2024-01-23 05:34:31,2024-01-23 05:34:31,letter,#FFFFFF
18561,2024-01-23 05:34:31,2024-01-23 05:34:31,these,#FFFFFF
18560,2024-01-23 05:34:31,2024-01-23 05:34:31,kid,#FFFFFF
18559,2024-01-23 05:34:31,2024-01-23 05:34:31,across,#FFFFFF
18558,2024-01-23 05:34:31,2024-01-23 05:34:31,product,#FFFFFF
18557,2024-01-23 05:34:31,2024-01-23 05:34:31,scene,#FFFFFF
18556,2024-01-23 05:34:31,2024-01-23 05:34:31,table,#FFFFFF
18555,2024-01-23 05:34:30,2024-01-23 05:34:30,itself,#FFFFFF
18554,2024-01-23 05:34:30,2024-01-23 05:34:30,member,#FFFFFF
18553,2024-01-23 05:34:30,2024-01-23 05:34:30,beautiful,#FFFFFF
18552,2024-01-23 05:34:30,2024-01-23 05:34:30,history,#FFFFFF
18551,2024-01-23 05:34:30,2024-01-23 05:34:30,beyond,#FFFFFF
18550,2024-01-23 05:34:30,2024-01-23 05:34:30,walk,#FFFFFF
18549,2024-01-23 05:34:30,2024-01-23 05:34:30,my,#FFFFFF
18548,2024-01-23 05:34:30,2024-01-23 05:34:30,her,#FFFFFF
18547,2024-01-23 05:34:30,2024-01-23 05:34:30,executive,#FFFFFF
18546,2024-01-23 05:34:30,2024-01-23 05:34:30,set,#FFFFFF
18545,2024-01-23 05:34:30,2024-01-23 05:34:30,writer,#FFFFFF
18544,2024-01-23 05:34:30,2024-01-23 05:34:30,talk,#FFFFFF
18543,2024-01-23 05:34:30,2024-01-23 05:34:30,area,#FFFFFF
18542,2024-01-23 05:34:30,2024-01-23 05:34:30,sign,#FFFFFF
18541,2024-01-23 05:34:30,2024-01-23 05:34:30,remain,#FFFFFF
18540,2024-01-23 05:34:30,2024-01-23 05:34:30,soon,#FFFFFF
18539,2024-01-23 05:34:30,2024-01-23 05:34:30,office,#FFFFFF
18538,2024-01-23 05:34:30,2024-01-23 05:34:30,show,#FFFFFF
18537,2024-01-23 05:34:30,2024-01-23 05:34:30,lot,#FFFFFF
18536,2024-01-23 05:34:30,2024-01-23 05:34:30,away,#FFFFFF
18535,2024-01-23 05:34:30,2024-01-23 05:34:30,how,#FFFFFF
18534,2024-01-23 05:34:30,2024-01-23 05:34:30,star,#FFFFFF
18533,2024-01-23 05:34:30,2024-01-23 05:34:30,play,#FFFFFF
18532,2024-01-23 05:34:30,2024-01-23 05:34:30,down,#FFFFFF
18531,2024-01-23 05:34:30,2024-01-23 05:34:30,sister,#FFFFFF
18530,2024-01-23 05:34:30,2024-01-23 05:34:30,special,#FFFFFF
18529,2024-01-23 05:34:30,2024-01-23 05:34:30,participant,#FFFFFF
18528,2024-01-23 05:34:29,2024-01-23 05:34:29,mean,#FFFFFF
18527,2024-01-23 05:34:29,2024-01-23 05:34:29,travel,#FFFFFF
18526,2024-01-23 05:34:29,2024-01-23 05:34:29,thing,#FFFFFF
18525,2024-01-23 05:34:29,2024-01-23 05:34:29,plant,#FFFFFF
18524,2024-01-23 05:34:29,2024-01-23 05:34:29,project,#FFFFFF
18523,2024-01-23 05:34:29,2024-01-23 05:34:29,lead,#FFFFFF
18522,2024-01-23 05:34:29,2024-01-23 05:34:29,fight,#FFFFFF
18521,2024-01-23 05:34:29,2024-01-23 05:34:29,against,#FFFFFF
18520,2024-01-23 05:34:29,2024-01-23 05:34:29,his,#FFFFFF
18519,2024-01-23 05:34:29,2024-01-23 05:34:29,institution,#FFFFFF
18518,2024-01-23 05:34:29,2024-01-23 05:34:29,team,#FFFFFF
18517,2024-01-23 05:34:29,2024-01-23 05:34:29,service,#FFFFFF
18516,2024-01-23 05:34:29,2024-01-23 05:34:29,call,#FFFFFF
18515,2024-01-23 05:34:29,2024-01-23 05:34:29,design,#FFFFFF
18514,2024-01-23 05:34:29,2024-01-23 05:34:29,prove,#FFFFFF
18513,2024-01-23 05:34:29,2024-01-23 05:34:29,trouble,#FFFFFF
18512,2024-01-23 05:34:29,2024-01-23 05:34:29,work,#FFFFFF
18511,2024-01-23 05:34:29,2024-01-23 05:34:29,energy,#FFFFFF
18510,2024-01-23 05:34:29,2024-01-23 05:34:29,entire,#FFFFFF
18509,2024-01-23 05:34:29,2024-01-23 05:34:29,continue,#FFFFFF
18508,2024-01-23 05:34:29,2024-01-23 05:34:29,help,#FFFFFF
18507,2024-01-23 05:34:29,2024-01-23 05:34:29,raise,#FFFFFF
18506,2024-01-23 05:34:29,2024-01-23 05:34:29,fly,#FFFFFF
18505,2024-01-23 05:34:29,2024-01-23 05:34:29,reality,#FFFFFF
18504,2024-01-23 05:34:29,2024-01-23 05:34:29,everything,#FFFFFF
18503,2024-01-23 05:34:29,2024-01-23 05:34:29,do,#FFFFFF
18502,2024-01-23 05:34:29,2024-01-23 05:34:29,fill,#FFFFFF
18501,2024-01-23 05:34:28,2024-01-23 05:34:28,reveal,#FFFFFF
18500,2024-01-23 05:34:28,2024-01-23 05:34:28,whole,#FFFFFF
18499,2024-01-23 05:34:28,2024-01-23 05:34:28,item,#FFFFFF
18498,2024-01-23 05:34:28,2024-01-23 05:34:28,first,#FFFFFF
18497,2024-01-23 05:34:28,2024-01-23 05:34:28,could,#FFFFFF
18496,2024-01-23 05:34:28,2024-01-23 05:34:28,couple,#FFFFFF
18495,2024-01-23 05:34:28,2024-01-23 05:34:28,together,#FFFFFF
18494,2024-01-23 05:34:28,2024-01-23 05:34:28,account,#FFFFFF
18493,2024-01-23 05:34:28,2024-01-23 05:34:28,offer,#FFFFFF
18492,2024-01-23 05:34:28,2024-01-23 05:34:28,beautiful,#FFFFFF
18491,2024-01-23 05:34:28,2024-01-23 05:34:28,boy,#FFFFFF
18490,2024-01-23 05:34:28,2024-01-23 05:34:28,since,#FFFFFF
18489,2024-01-23 05:34:28,2024-01-23 05:34:28,appear,#FFFFFF
18488,2024-01-23 05:34:28,2024-01-23 05:34:28,what,#FFFFFF
18487,2024-01-23 05:34:28,2024-01-23 05:34:28,each,#FFFFFF
18486,2024-01-23 05:34:28,2024-01-23 05:34:28,talk,#FFFFFF
18485,2024-01-23 05:34:28,2024-01-23 05:34:28,significant,#FFFFFF
18484,2024-01-23 05:34:28,2024-01-23 05:34:28,PM,#FFFFFF
18483,2024-01-23 05:34:28,2024-01-23 05:34:28,throughout,#FFFFFF
18482,2024-01-23 05:34:28,2024-01-23 05:34:28,difference,#FFFFFF
18481,2024-01-23 05:34:28,2024-01-23 05:34:28,reflect,#FFFFFF
18480,2024-01-23 05:34:28,2024-01-23 05:34:28,position,#FFFFFF
18479,2024-01-23 05:34:28,2024-01-23 05:34:28,car,#FFFFFF
18478,2024-01-23 05:34:28,2024-01-23 05:34:28,reveal,#FFFFFF
18477,2024-01-23 05:34:28,2024-01-23 05:34:28,not,#FFFFFF
18476,2024-01-23 05:34:28,2024-01-23 05:34:28,head,#FFFFFF
18475,2024-01-23 05:34:28,2024-01-23 05:34:28,instead,#FFFFFF
18474,2024-01-23 05:34:28,2024-01-23 05:34:28,action,#FFFFFF
18473,2024-01-23 05:34:27,2024-01-23 05:34:27,act,#FFFFFF
18472,2024-01-23 05:34:27,2024-01-23 05:34:27,standard,#FFFFFF
18471,2024-01-23 05:34:27,2024-01-23 05:34:27,keep,#FFFFFF
18470,2024-01-23 05:34:27,2024-01-23 05:34:27,simply,#FFFFFF
18469,2024-01-23 05:34:27,2024-01-23 05:34:27,hit,#FFFFFF
18468,2024-01-23 05:34:27,2024-01-23 05:34:27,opportunity,#FFFFFF
18467,2024-01-23 05:34:27,2024-01-23 05:34:27,receive,#FFFFFF
18466,2024-01-23 05:34:27,2024-01-23 05:34:27,training,#FFFFFF
18465,2024-01-23 05:34:27,2024-01-23 05:34:27,individual,#FFFFFF
18464,2024-01-23 05:34:27,2024-01-23 05:34:27,medical,#FFFFFF
18463,2024-01-23 05:34:27,2024-01-23 05:34:27,wife,#FFFFFF
18462,2024-01-23 05:34:27,2024-01-23 05:34:27,must,#FFFFFF
18461,2024-01-23 05:34:27,2024-01-23 05:34:27,within,#FFFFFF
18460,2024-01-23 05:34:27,2024-01-23 05:34:27,laugh,#FFFFFF
18459,2024-01-23 05:34:27,2024-01-23 05:34:27,think,#FFFFFF
18458,2024-01-23 05:34:27,2024-01-23 05:34:27,fire,#FFFFFF
18457,2024-01-23 05:34:27,2024-01-23 05:34:27,buy,#FFFFFF
18456,2024-01-23 05:34:27,2024-01-23 05:34:27,brother,#FFFFFF
18455,2024-01-23 05:34:27,2024-01-23 05:34:27,site,#FFFFFF
18454,2024-01-23 05:34:27,2024-01-23 05:34:27,environmental,#FFFFFF
18453,2024-01-23 05:34:27,2024-01-23 05:34:27,only,#FFFFFF
18452,2024-01-23 05:34:27,2024-01-23 05:34:27,rather,#FFFFFF
18451,2024-01-23 05:34:27,2024-01-23 05:34:27,production,#FFFFFF
18450,2024-01-23 05:34:27,2024-01-23 05:34:27,weight,#FFFFFF
18449,2024-01-23 05:34:27,2024-01-23 05:34:27,community,#FFFFFF
18448,2024-01-23 05:34:27,2024-01-23 05:34:27,establish,#FFFFFF
18447,2024-01-23 05:34:27,2024-01-23 05:34:27,never,#FFFFFF
18446,2024-01-23 05:34:26,2024-01-23 05:34:26,air,#FFFFFF
18445,2024-01-23 05:34:26,2024-01-23 05:34:26,consumer,#FFFFFF
18444,2024-01-23 05:34:26,2024-01-23 05:34:26,forget,#FFFFFF
18443,2024-01-23 05:34:26,2024-01-23 05:34:26,goal,#FFFFFF
18442,2024-01-23 05:34:26,2024-01-23 05:34:26,movement,#FFFFFF
18441,2024-01-23 05:34:26,2024-01-23 05:34:26,of,#FFFFFF
18440,2024-01-23 05:34:26,2024-01-23 05:34:26,above,#FFFFFF
18439,2024-01-23 05:34:26,2024-01-23 05:34:26,realize,#FFFFFF
18438,2024-01-23 05:34:26,2024-01-23 05:34:26,loss,#FFFFFF
18437,2024-01-23 05:34:26,2024-01-23 05:34:26,collection,#FFFFFF
18436,2024-01-23 05:34:26,2024-01-23 05:34:26,low,#FFFFFF
18435,2024-01-23 05:34:26,2024-01-23 05:34:26,away,#FFFFFF
18434,2024-01-23 05:34:26,2024-01-23 05:34:26,parent,#FFFFFF
18433,2024-01-23 05:34:26,2024-01-23 05:34:26,floor,#FFFFFF
18432,2024-01-23 05:34:26,2024-01-23 05:34:26,national,#FFFFFF
18431,2024-01-23 05:34:26,2024-01-23 05:34:26,discussion,#FFFFFF
18430,2024-01-23 05:34:26,2024-01-23 05:34:26,or,#FFFFFF
18429,2024-01-23 05:34:26,2024-01-23 05:34:26,list,#FFFFFF
18428,2024-01-23 05:34:26,2024-01-23 05:34:26,billion,#FFFFFF
18427,2024-01-23 05:34:26,2024-01-23 05:34:26,exactly,#FFFFFF
18426,2024-01-23 05:34:26,2024-01-23 05:34:26,feel,#FFFFFF
18425,2024-01-23 05:34:26,2024-01-23 05:34:26,but,#FFFFFF
18424,2024-01-23 05:34:26,2024-01-23 05:34:26,up,#FFFFFF
18423,2024-01-23 05:34:26,2024-01-23 05:34:26,six,#FFFFFF
18422,2024-01-23 05:34:26,2024-01-23 05:34:26,alone,#FFFFFF
18421,2024-01-23 05:34:26,2024-01-23 05:34:26,for,#FFFFFF
18420,2024-01-23 05:34:25,2024-01-23 05:34:25,begin,#FFFFFF
18419,2024-01-23 05:34:25,2024-01-23 05:34:25,marriage,#FFFFFF
18418,2024-01-23 05:34:25,2024-01-23 05:34:25,purpose,#FFFFFF
18417,2024-01-23 05:34:25,2024-01-23 05:34:25,third,#FFFFFF
18416,2024-01-23 05:34:25,2024-01-23 05:34:25,financial,#FFFFFF
18415,2024-01-23 05:34:25,2024-01-23 05:34:25,area,#FFFFFF
18414,2024-01-23 05:34:25,2024-01-23 05:34:25,population,#FFFFFF
18413,2024-01-23 05:34:25,2024-01-23 05:34:25,tax,#FFFFFF
18412,2024-01-23 05:34:25,2024-01-23 05:34:25,management,#FFFFFF
18411,2024-01-23 05:34:25,2024-01-23 05:34:25,enter,#FFFFFF
18410,2024-01-23 05:34:25,2024-01-23 05:34:25,million,#FFFFFF
18409,2024-01-23 05:34:25,2024-01-23 05:34:25,type,#FFFFFF
18408,2024-01-23 05:34:25,2024-01-23 05:34:25,second,#FFFFFF
18407,2024-01-23 05:34:25,2024-01-23 05:34:25,conference,#FFFFFF
18406,2024-01-23 05:34:25,2024-01-23 05:34:25,peace,#FFFFFF
18405,2024-01-23 05:34:25,2024-01-23 05:34:25,arm,#FFFFFF
18404,2024-01-23 05:34:25,2024-01-23 05:34:25,though,#FFFFFF
18403,2024-01-23 05:34:25,2024-01-23 05:34:25,degree,#FFFFFF
18402,2024-01-23 05:34:25,2024-01-23 05:34:25,body,#FFFFFF
18401,2024-01-23 05:34:25,2024-01-23 05:34:25,lead,#FFFFFF
18400,2024-01-23 05:34:25,2024-01-23 05:34:25,like,#FFFFFF
18399,2024-01-23 05:34:25,2024-01-23 05:34:25,right,#FFFFFF
18398,2024-01-23 05:34:25,2024-01-23 05:34:25,always,#FFFFFF
18397,2024-01-23 05:34:25,2024-01-23 05:34:25,test,#FFFFFF
18396,2024-01-23 05:34:25,2024-01-23 05:34:25,seem,#FFFFFF
18395,2024-01-23 05:34:25,2024-01-23 05:34:25,economic,#FFFFFF
18394,2024-01-23 05:34:24,2024-01-23 05:34:24,American,#FFFFFF
18393,2024-01-23 05:34:24,2024-01-23 05:34:24,impact,#FFFFFF
18392,2024-01-23 05:34:24,2024-01-23 05:34:24,friend,#FFFFFF
18391,2024-01-23 05:34:24,2024-01-23 05:34:24,fly,#FFFFFF
18390,2024-01-23 05:34:24,2024-01-23 05:34:24,recent,#FFFFFF
18389,2024-01-23 05:34:24,2024-01-23 05:34:24,everyone,#FFFFFF
18388,2024-01-23 05:34:24,2024-01-23 05:34:24,poor,#FFFFFF
18387,2024-01-23 05:34:24,2024-01-23 05:34:24,him,#FFFFFF
18386,2024-01-23 05:34:24,2024-01-23 05:34:24,create,#FFFFFF
18385,2024-01-23 05:34:24,2024-01-23 05:34:24,argue,#FFFFFF
18384,2024-01-23 05:34:24,2024-01-23 05:34:24,worker,#FFFFFF
18383,2024-01-23 05:34:24,2024-01-23 05:34:24,learn,#FFFFFF
18382,2024-01-23 05:34:24,2024-01-23 05:34:24,section,#FFFFFF
18381,2024-01-23 05:34:24,2024-01-23 05:34:24,control,#FFFFFF
18380,2024-01-23 05:34:24,2024-01-23 05:34:24,claim,#FFFFFF
18379,2024-01-23 05:34:24,2024-01-23 05:34:24,better,#FFFFFF
18378,2024-01-23 05:34:24,2024-01-23 05:34:24,glass,#FFFFFF
18377,2024-01-23 05:34:24,2024-01-23 05:34:24,up,#FFFFFF
18376,2024-01-23 05:34:24,2024-01-23 05:34:24,item,#FFFFFF
18375,2024-01-23 05:34:24,2024-01-23 05:34:24,against,#FFFFFF
18374,2024-01-23 05:34:24,2024-01-23 05:34:24,something,#FFFFFF
18373,2024-01-23 05:34:24,2024-01-23 05:34:24,into,#FFFFFF
18372,2024-01-23 05:34:24,2024-01-23 05:34:24,senior,#FFFFFF
18371,2024-01-23 05:34:24,2024-01-23 05:34:24,toward,#FFFFFF
18370,2024-01-23 05:34:24,2024-01-23 05:34:24,city,#FFFFFF
18369,2024-01-23 05:34:24,2024-01-23 05:34:24,ok,#FFFFFF
18368,2024-01-23 05:34:23,2024-01-23 05:34:23,total,#FFFFFF
18367,2024-01-23 05:34:23,2024-01-23 05:34:23,under,#FFFFFF
18366,2024-01-23 05:34:23,2024-01-23 05:34:23,first,#FFFFFF
18365,2024-01-23 05:34:23,2024-01-23 05:34:23,resource,#FFFFFF
18364,2024-01-23 05:34:23,2024-01-23 05:34:23,amount,#FFFFFF
18363,2024-01-23 05:34:23,2024-01-23 05:34:23,laugh,#FFFFFF
18362,2024-01-23 05:34:23,2024-01-23 05:34:23,happen,#FFFFFF
18361,2024-01-23 05:34:23,2024-01-23 05:34:23,single,#FFFFFF
18360,2024-01-23 05:34:23,2024-01-23 05:34:23,the,#FFFFFF
18359,2024-01-23 05:34:23,2024-01-23 05:34:23,college,#FFFFFF
18358,2024-01-23 05:34:23,2024-01-23 05:34:23,might,#FFFFFF
18357,2024-01-23 05:34:23,2024-01-23 05:34:23,just,#FFFFFF
18356,2024-01-23 05:34:23,2024-01-23 05:34:23,personal,#FFFFFF
18355,2024-01-23 05:34:23,2024-01-23 05:34:23,under,#FFFFFF
18354,2024-01-23 05:34:23,2024-01-23 05:34:23,religious,#FFFFFF
18353,2024-01-23 05:34:23,2024-01-23 05:34:23,at,#FFFFFF
18352,2024-01-23 05:34:23,2024-01-23 05:34:23,together,#FFFFFF
18351,2024-01-23 05:34:23,2024-01-23 05:34:23,national,#FFFFFF
18350,2024-01-23 05:34:23,2024-01-23 05:34:23,under,#FFFFFF
18349,2024-01-23 05:34:23,2024-01-23 05:34:23,single,#FFFFFF
18348,2024-01-23 05:34:23,2024-01-23 05:34:23,wear,#FFFFFF
18347,2024-01-23 05:34:23,2024-01-23 05:34:23,star,#FFFFFF
18346,2024-01-23 05:34:23,2024-01-23 05:34:23,over,#FFFFFF
18345,2024-01-23 05:34:23,2024-01-23 05:34:23,discover,#FFFFFF
18344,2024-01-23 05:34:23,2024-01-23 05:34:23,ready,#FFFFFF
18343,2024-01-23 05:34:23,2024-01-23 05:34:23,case,#FFFFFF
18342,2024-01-23 05:34:22,2024-01-23 05:34:22,police,#FFFFFF
18341,2024-01-23 05:34:22,2024-01-23 05:34:22,blue,#FFFFFF
18340,2024-01-23 05:34:22,2024-01-23 05:34:22,instead,#FFFFFF
18339,2024-01-23 05:34:22,2024-01-23 05:34:22,participant,#FFFFFF
18338,2024-01-23 05:34:22,2024-01-23 05:34:22,music,#FFFFFF
18337,2024-01-23 05:34:22,2024-01-23 05:34:22,decision,#FFFFFF
18336,2024-01-23 05:34:22,2024-01-23 05:34:22,according,#FFFFFF
18335,2024-01-23 05:34:22,2024-01-23 05:34:22,American,#FFFFFF
18334,2024-01-23 05:34:22,2024-01-23 05:34:22,white,#FFFFFF
18333,2024-01-23 05:34:22,2024-01-23 05:34:22,tough,#FFFFFF
18332,2024-01-23 05:34:22,2024-01-23 05:34:22,scene,#FFFFFF
18331,2024-01-23 05:34:22,2024-01-23 05:34:22,somebody,#FFFFFF
18330,2024-01-23 05:34:22,2024-01-23 05:34:22,baby,#FFFFFF
18329,2024-01-23 05:34:22,2024-01-23 05:34:22,specific,#FFFFFF
18328,2024-01-23 05:34:22,2024-01-23 05:34:22,task,#FFFFFF
18327,2024-01-23 05:34:22,2024-01-23 05:34:22,same,#FFFFFF
18326,2024-01-23 05:34:22,2024-01-23 05:34:22,short,#FFFFFF
18325,2024-01-23 05:34:22,2024-01-23 05:34:22,visit,#FFFFFF
18324,2024-01-23 05:34:22,2024-01-23 05:34:22,word,#FFFFFF
18323,2024-01-23 05:34:22,2024-01-23 05:34:22,cover,#FFFFFF
18322,2024-01-23 05:34:22,2024-01-23 05:34:22,page,#FFFFFF
18321,2024-01-23 05:34:22,2024-01-23 05:34:22,hot,#FFFFFF
18320,2024-01-23 05:34:22,2024-01-23 05:34:22,travel,#FFFFFF
18319,2024-01-23 05:34:22,2024-01-23 05:34:22,national,#FFFFFF
18318,2024-01-23 05:34:22,2024-01-23 05:34:22,property,#FFFFFF
18317,2024-01-23 05:34:22,2024-01-23 05:34:22,white,#FFFFFF
18316,2024-01-23 05:34:22,2024-01-23 05:34:22,ten,#FFFFFF
18315,2024-01-23 05:34:22,2024-01-23 05:34:22,will,#FFFFFF
18314,2024-01-23 05:34:22,2024-01-23 05:34:22,democratic,#FFFFFF
18313,2024-01-23 05:34:21,2024-01-23 05:34:21,western,#FFFFFF
18312,2024-01-23 05:34:21,2024-01-23 05:34:21,involve,#FFFFFF
18311,2024-01-23 05:34:21,2024-01-23 05:34:21,think,#FFFFFF
18310,2024-01-23 05:34:21,2024-01-23 05:34:21,and,#FFFFFF
18309,2024-01-23 05:34:21,2024-01-23 05:34:21,half,#FFFFFF
18308,2024-01-23 05:34:21,2024-01-23 05:34:21,other,#FFFFFF
18307,2024-01-23 05:34:21,2024-01-23 05:34:21,thought,#FFFFFF
18306,2024-01-23 05:34:21,2024-01-23 05:34:21,instead,#FFFFFF
18305,2024-01-23 05:34:21,2024-01-23 05:34:21,specific,#FFFFFF
18304,2024-01-23 05:34:21,2024-01-23 05:34:21,we,#FFFFFF
18303,2024-01-23 05:34:21,2024-01-23 05:34:21,to,#FFFFFF
18302,2024-01-23 05:34:21,2024-01-23 05:34:21,as,#FFFFFF
18301,2024-01-23 05:34:21,2024-01-23 05:34:21,particularly,#FFFFFF
18300,2024-01-23 05:34:21,2024-01-23 05:34:21,learn,#FFFFFF
18299,2024-01-23 05:34:21,2024-01-23 05:34:21,goal,#FFFFFF
18298,2024-01-23 05:34:21,2024-01-23 05:34:21,deep,#FFFFFF
18297,2024-01-23 05:34:21,2024-01-23 05:34:21,leader,#FFFFFF
18296,2024-01-23 05:34:21,2024-01-23 05:34:21,boy,#FFFFFF
18295,2024-01-23 05:34:21,2024-01-23 05:34:21,everybody,#FFFFFF
18294,2024-01-23 05:34:21,2024-01-23 05:34:21,agency,#FFFFFF
18293,2024-01-23 05:34:21,2024-01-23 05:34:21,same,#FFFFFF
18292,2024-01-23 05:34:21,2024-01-23 05:34:21,way,#FFFFFF
18291,2024-01-23 05:34:21,2024-01-23 05:34:21,stand,#FFFFFF
18290,2024-01-23 05:34:21,2024-01-23 05:34:21,theory,#FFFFFF
18289,2024-01-23 05:34:21,2024-01-23 05:34:21,firm,#FFFFFF
18288,2024-01-23 05:34:20,2024-01-23 05:34:20,difficult,#FFFFFF
18287,2024-01-23 05:34:20,2024-01-23 05:34:20,wind,#FFFFFF
